,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,Complain,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Age
338,9560,1965,PG,relationship,83003.0,03-03-2013,18,0,0,1674,2,22,50
339,1150,1899,PG,relationship,83532.0,26-09-2013,36,0,0,1853,1,15,116
340,10172,1988,PG,Single,68655.0,10-08-2012,95,0,0,1538,0,21,27
341,11191,1986,PG,Single,41411.0,07-12-2013,11,0,0,139,0,8,29
342,9707,1969,PG,relationship,55212.0,23-11-2012,65,0,1,1182,2,20,46
343,6245,1950,PG,relationship,59292.0,13-06-2013,71,0,1,507,0,18,65
344,8234,1973,UG,relationship,27190.0,15-08-2013,13,0,1,18,2,4,42
345,1411,1952,PG,Single,82623.0,10-11-2013,58,0,0,940,0,16,63
346,8553,1965,PG,relationship,44300.0,23-06-2013,65,0,2,42,0,6,50
347,1826,1970,PG,Single,84835.0,16-06-2014,0,0,0,1190,1,15,45
348,8842,1971,PG,Single,30372.0,25-12-2012,33,0,2,44,0,8,44
349,11030,1976,PG,relationship,33181.0,03-01-2014,90,0,1,16,1,4,39
350,2579,1957,PG,relationship,71113.0,17-12-2013,95,0,1,835,0,26,58
351,175,1986,PG,relationship,71952.0,10-01-2013,93,0,1,1443,2,22,29
352,9185,1966,PG,Single,69759.0,28-10-2013,38,0,0,1029,1,18,49
353,11056,1974,PG,relationship,72099.0,27-10-2012,18,0,0,1188,0,18,41
354,9365,1976,PG,Single,60000.0,22-12-2012,57,0,1,1277,0,24,39
355,6201,1978,PG,Single,38643.0,29-11-2013,45,1,2,49,0,7,37
356,2061,1955,PG,relationship,50737.0,11-05-2013,61,0,1,99,1,7,60
357,6184,1969,PG,relationship,68462.0,12-12-2012,6,0,0,1670,0,15,46
358,6142,1943,PG,relationship,65073.0,20-08-2013,65,1,0,900,0,14,72
359,4107,1948,PG,relationship,46681.0,08-10-2013,52,0,2,425,0,16,67
360,7274,1957,PG,relationship,78618.0,28-09-2012,87,0,0,2153,1,22,58
361,9336,1969,PG,Single,62187.0,22-03-2014,38,0,1,636,0,21,46
362,2958,1978,PG,relationship,28442.0,24-02-2014,53,0,2,57,0,10,37
363,933,1978,PG,relationship,37717.0,23-11-2012,31,0,1,25,0,4,37
364,5837,1967,PG,relationship,51479.0,28-12-2012,67,0,2,494,0,22,48
365,10704,1969,PG,Single,54803.0,21-08-2012,65,0,1,693,0,19,46
366,5125,1960,PG,relationship,79530.0,17-05-2013,64,0,0,1348,0,26,55
367,4432,1976,PG,Single,31615.0,16-03-2013,82,0,1,51,0,7,39
368,5955,1962,PG,relationship,72025.0,17-11-2012,27,0,0,1932,0,16,53
369,2928,1975,PG,Single,52614.0,01-12-2012,63,0,1,990,0,16,40
370,5680,1984,PG,relationship,35684.0,22-04-2014,66,0,1,30,0,5,31
371,10313,1975,PG,relationship,48178.0,28-10-2012,69,0,2,254,0,16,40
372,2557,1970,PG,Single,29548.0,29-08-2013,52,0,1,29,1,5,45
373,1245,1966,PG,Single,63810.0,11-11-2012,45,0,1,1371,1,23,49
374,1519,1972,PG,Single,38578.0,22-06-2013,2,0,2,73,1,9,43
375,10703,1975,PG,Single,46098.0,18-08-2012,86,0,2,120,0,11,40
376,1726,1970,PG,Single,22585.0,18-03-2013,23,0,0,81,2,5,45
377,4459,1989,PG,Single,30279.0,30-12-2012,13,0,1,37,0,5,26
378,1729,1961,PG,relationship,66426.0,02-10-2013,14,0,1,1377,0,20,54
379,1517,1969,PG,Single,30822.0,14-06-2013,92,0,1,51,0,5,46
380,2098,1969,PG,relationship,33581.0,08-01-2013,38,0,2,17,0,4,46
381,9543,1985,PG,relationship,19986.0,14-11-2013,74,0,1,22,0,4,30
382,6878,1954,PG,Single,27421.0,12-12-2012,14,0,0,324,0,14,61
383,3310,1973,PG,relationship,35688.0,22-08-2012,94,0,3,211,0,16,42
384,2724,1981,PG,Single,36143.0,30-03-2014,33,0,1,19,0,4,34
385,948,1971,PG,Single,10245.0,15-05-2013,32,0,1,41,0,8,44
386,6720,1968,PG,relationship,43795.0,16-10-2013,11,0,1,492,2,17,47
387,6202,1960,PG,relationship,63381.0,05-10-2012,78,0,1,1005,0,26,55
388,2066,1949,PG,relationship,38823.0,30-08-2012,56,0,1,114,0,7,66
389,9799,1968,PG,Single,83664.0,08-05-2013,57,0,2,1173,0,19,47
390,8318,1979,PG,relationship,90300.0,03-01-2014,7,0,0,1738,1,19,36
391,5642,1979,PG,relationship,62499.0,09-12-2013,0,0,1,222,0,12,36
392,2669,1993,PG,Single,74293.0,04-05-2014,66,0,0,1127,0,16,22
393,455,1946,PG,relationship,51012.0,18-04-2013,86,0,0,209,0,10,69
394,7683,1968,PG,relationship,70777.0,25-02-2014,80,0,1,787,0,23,47
395,3428,1991,PG,relationship,68682.0,06-10-2013,56,0,0,1598,0,24,24
396,7414,1971,PG,relationship,43824.0,15-09-2012,18,0,2,186,0,12,44
397,6354,1984,PG,relationship,15345.0,31-08-2012,51,0,1,47,1,6,31
398,798,1987,PG,Single,23442.0,24-12-2012,71,0,1,27,0,5,28
399,8213,1980,PG,relationship,14515.0,09-11-2012,71,0,1,96,1,11,35
400,2488,1956,PG,Single,31395.0,23-03-2013,80,0,2,64,0,10,59
401,9999,1965,PG,relationship,75276.0,27-09-2012,2,0,0,1040,0,23,50
402,7617,1974,PG,Single,42373.0,15-08-2013,83,0,2,163,0,13,41
403,615,1960,PG,relationship,30507.0,11-03-2013,29,0,0,343,0,11,55
404,2552,1955,PG,Single,55521.0,22-10-2013,11,0,3,446,2,24,60
405,194,1965,PG,relationship,48006.0,09-06-2014,55,0,2,41,0,5,50
406,3645,1972,PG,Single,27213.0,30-08-2012,19,0,1,70,1,9,43
407,8890,1971,PG,Single,65808.0,30-05-2014,1,0,2,272,0,14,44
408,5049,1974,PG,relationship,30351.0,06-06-2013,19,0,1,46,0,6,41
409,9973,1963,PG,relationship,50437.0,17-10-2012,28,0,2,490,0,19,52
410,7301,1982,PG,Single,23616.0,17-11-2012,76,0,1,79,1,8,33
411,10882,1976,PG,relationship,53858.0,09-11-2012,50,0,1,915,0,17,39
412,7030,1955,PG,relationship,66465.0,30-03-2013,1,0,1,1485,1,35,60
413,7422,1987,PG,Single,46923.0,22-08-2012,90,0,1,369,0,16,28
414,3523,1962,PG,relationship,75072.0,23-01-2013,83,0,1,1073,0,19,53
415,7106,1943,PG,relationship,75865.0,31-03-2014,73,0,0,1242,0,19,72
416,6504,1975,PG,relationship,19789.0,20-11-2013,24,0,1,78,1,9,40
417,5067,1994,PG,relationship,80134.0,14-02-2014,11,0,0,1378,4,21,21
418,4216,1981,PG,Single,91065.0,22-02-2013,33,0,0,1474,3,26,34
419,8581,1971,PG,relationship,49505.0,05-03-2013,4,0,2,751,0,29,44
420,5929,1973,PG,relationship,37401.0,06-05-2014,14,0,1,48,0,7,42
421,3129,1983,PG,relationship,30096.0,22-05-2014,30,0,1,45,0,6,32
422,6528,1982,PG,relationship,18492.0,05-06-2014,75,0,1,10,0,4,33
423,1361,1974,PG,relationship,82584.0,04-06-2013,26,0,0,1435,3,16,41
424,6932,1941,PG,relationship,93027.0,13-04-2013,77,0,0,2119,1,22,74
425,7284,1953,PG,relationship,48686.0,04-12-2013,8,0,3,20,0,4,62
426,1340,1986,PG,relationship,92910.0,24-04-2014,42,0,0,1795,3,27,29
427,8746,1989,PG,relationship,75433.0,05-04-2014,28,0,1,1188,2,19,26
428,5987,1989,PG,relationship,10404.0,04-05-2014,52,0,1,43,0,7,26
429,3767,1968,PG,relationship,61314.0,25-04-2013,1,0,1,1008,0,24,47
430,3725,1961,PG,Single,84865.0,09-05-2013,1,0,0,1688,5,16,54
431,4324,1989,PG,relationship,42387.0,29-10-2012,42,0,1,684,0,21,26
432,238,1967,PG,relationship,67309.0,23-01-2013,76,0,2,1082,0,39,48
433,6694,1964,PG,relationship,75236.0,25-11-2013,27,0,1,1068,0,25,51
434,498,1970,PG,Single,30015.0,02-02-2014,28,0,1,57,0,7,45
435,9347,1956,PG,relationship,50943.0,21-06-2013,49,0,1,46,0,5,59
436,9699,1966,PG,Single,67272.0,21-12-2013,12,0,1,733,0,23,49
437,10664,1949,PG,Single,51529.0,07-09-2013,14,0,1,467,0,17,66
438,5455,1971,PG,relationship,32011.0,22-08-2013,89,0,1,122,0,10,44
439,456,1986,PG,relationship,7500.0,07-02-2013,96,0,1,36,0,7,29
440,5012,1989,PG,relationship,28691.0,04-07-2013,56,0,1,34,0,5,26
441,7495,1948,PG,relationship,56223.0,20-12-2013,72,0,1,156,0,10,67
442,5029,1946,PG,relationship,18100.0,06-08-2013,14,0,0,14,0,4,69
443,10642,1989,PG,Single,30279.0,30-12-2012,13,0,1,37,0,5,26
444,2106,1974,PG,relationship,20130.0,17-03-2014,99,0,0,34,0,5,41
445,10364,1959,PG,Single,23295.0,13-07-2013,72,0,0,20,0,4,56
446,5954,1972,PG,Single,42618.0,09-10-2013,92,0,1,192,0,11,43
447,1137,1964,PG,Single,81246.0,29-12-2013,87,0,0,1379,2,17,51
448,2541,1976,PG,relationship,24027.0,09-06-2013,7,0,1,48,0,7,39
449,1142,1953,PG,relationship,55707.0,22-12-2013,91,0,1,428,0,16,62
450,2276,1955,PG,Single,57959.0,02-05-2013,71,0,1,868,0,27,60
451,2807,1969,PG,relationship,56796.0,16-02-2013,24,0,1,1001,0,27,46
452,6471,1971,PG,Single,36230.0,17-10-2013,17,0,1,59,0,7,44
453,6131,1980,PG,relationship,70829.0,01-12-2013,87,0,2,431,0,16,35
454,6233,1976,PG,relationship,65991.0,07-09-2012,21,0,1,971,0,27,39
455,4148,1972,PG,relationship,38988.0,20-08-2012,90,0,3,348,0,19,43
456,4947,1966,PG,Single,89572.0,15-09-2012,44,0,0,2059,3,24,49
457,3225,1984,PG,relationship,42207.0,01-04-2013,71,0,1,265,2,14,31
458,7540,1952,PG,relationship,50300.0,25-05-2014,52,0,1,270,0,13,63
459,10648,1982,PG,relationship,66664.0,25-09-2012,78,0,0,1289,0,19,33
460,1992,1964,PG,relationship,60597.0,01-01-2014,2,0,1,893,2,16,51
461,7851,1949,PG,Single,70165.0,22-09-2013,60,0,0,926,0,22,66
462,8594,1958,PG,Single,50520.0,28-01-2014,25,0,1,135,0,9,57
463,7059,1963,PG,relationship,80124.0,26-06-2014,47,0,0,1495,1,19,52
464,2815,1975,PG,relationship,33183.0,24-02-2014,46,0,1,120,0,9,40
465,2416,1969,PG,Single,66582.0,03-03-2014,83,0,0,1288,0,20,46
466,7999,1955,PG,relationship,75261.0,23-04-2013,17,0,0,1743,3,17,60
467,9213,1970,PG,Single,31880.0,31-10-2012,13,0,1,15,0,4,45
468,9697,1951,PG,relationship,53790.0,06-03-2014,86,0,2,542,0,20,64
469,3916,1971,PG,relationship,49269.0,15-08-2012,92,0,1,890,0,25,44
470,2021,1975,PG,relationship,61456.0,27-03-2013,47,0,1,1388,0,33,40
471,1581,1980,PG,relationship,37406.0,10-10-2013,18,0,1,17,1,4,35
472,564,1981,PG,relationship,56937.0,04-08-2012,81,0,1,906,2,30,34
473,6619,1978,PG,relationship,38415.0,02-01-2013,91,0,2,44,0,6,37
474,9081,1988,PG,Single,20518.0,18-05-2014,58,0,1,25,0,5,27
475,178,1956,PG,relationship,62503.0,18-02-2013,40,0,1,973,0,26,59
476,916,1972,PG,Single,41644.0,09-05-2014,67,0,2,31,0,6,43
477,5512,1977,PG,relationship,55842.0,23-05-2014,19,0,1,518,0,17,38
478,8970,1972,PG,relationship,62010.0,23-10-2012,93,0,1,530,0,19,43
479,10581,1977,PG,relationship,41124.0,31-10-2012,41,0,1,506,0,21,38
480,5300,1973,PG,relationship,38961.0,30-12-2013,60,0,1,70,0,6,42
481,5154,1972,PG,Single,37760.0,11-08-2013,54,0,1,54,0,6,43
482,8346,1974,PG,Single,32233.0,19-08-2012,26,0,1,296,2,12,41
483,1676,1975,PG,relationship,43057.0,30-10-2013,30,0,1,266,0,15,40
484,9286,1960,PG,relationship,83151.0,10-10-2012,93,0,0,747,0,19,55
485,2426,1964,PG,Single,78825.0,14-09-2012,35,0,0,895,1,29,51
486,5172,1976,PG,relationship,65104.0,14-11-2013,4,0,1,1053,0,17,39
487,5562,1974,PG,relationship,60093.0,26-06-2013,92,0,1,735,0,21,41
488,3436,1969,PG,relationship,14045.0,26-01-2014,24,0,1,20,0,5,46
489,3921,1952,PG,Single,28457.0,28-10-2012,96,0,0,205,0,10,63
490,3403,1958,PG,relationship,78952.0,24-09-2012,11,0,1,2092,0,21,57
491,22,1976,PG,Single,46310.0,03-12-2012,99,0,1,309,0,14,39
492,10965,1955,PG,relationship,76005.0,22-02-2013,72,0,0,1722,1,22,60
493,9426,1964,PG,Single,58308.0,12-01-2013,77,0,1,900,0,15,51
494,6605,1944,PG,Single,55614.0,27-11-2013,85,0,0,682,1,20,71
495,3136,1962,PG,Single,59432.0,13-04-2013,88,0,1,663,0,22,53
496,8737,1978,PG,Single,55563.0,05-04-2014,22,0,1,43,0,6,37
497,11088,1971,PG,relationship,78642.0,21-04-2013,83,0,1,1816,0,18,44
498,716,1949,PG,relationship,67911.0,22-05-2014,63,0,1,976,0,27,66
499,466,1944,PG,relationship,65275.0,03-04-2013,9,0,0,746,0,21,71
500,9135,1950,PG,relationship,27203.0,06-08-2012,92,0,2,64,0,6,65
501,10623,1961,PG,relationship,48330.0,15-11-2013,2,0,1,32,0,5,54
502,8151,1990,UG,relationship,24279.0,29-12-2012,6,0,0,263,0,9,25
503,5140,1985,PG,relationship,64355.0,24-08-2012,66,0,1,1445,0,21,30
504,10160,1956,PG,relationship,50943.0,21-06-2013,49,0,1,46,0,5,59
505,4945,1953,PG,Single,53653.0,07-11-2012,29,0,0,1210,0,28,62
506,10584,1976,PG,relationship,65665.0,02-12-2013,77,0,1,945,0,24,39
507,6071,1989,PG,Single,81217.0,19-07-2013,77,0,0,1157,0,22,26
508,3386,1992,PG,relationship,34935.0,21-06-2013,71,0,0,137,0,8,23
509,8939,1959,PG,Single,61250.0,16-12-2012,49,0,1,730,0,25,56
510,9925,1981,PG,relationship,39665.0,25-05-2013,97,0,1,216,1,12,34
511,4320,1979,PG,Single,60152.0,28-03-2013,6,0,1,943,0,23,36
512,5389,1964,PG,relationship,48920.0,20-10-2013,93,0,2,347,1,16,51
513,6036,1959,PG,relationship,89120.0,17-03-2014,78,0,0,1924,1,19,56
514,182,1946,PG,relationship,44124.0,11-05-2013,62,0,1,397,0,17,69
515,203,1975,PG,Single,81169.0,14-04-2013,47,0,0,2089,0,22,40
516,11025,1961,PG,relationship,36443.0,03-02-2013,9,0,2,138,0,11,54
517,10203,1990,PG,Single,26095.0,30-06-2013,77,0,1,42,0,5,25
518,4607,1959,PG,relationship,71367.0,23-08-2013,24,0,0,777,0,17,56
519,3711,1944,PG,relationship,80184.0,01-03-2014,19,0,0,1902,2,20,71
520,3696,1965,PG,Single,30630.0,27-01-2014,67,0,2,52,0,7,50
521,2532,1987,PG,Single,73454.0,01-03-2014,95,0,0,1651,1,13,28
522,9214,1991,PG,relationship,42691.0,16-08-2013,48,0,0,358,0,13,24
523,4943,1953,PG,relationship,70503.0,30-09-2012,73,0,0,1727,2,16,62
524,35,1987,PG,relationship,25545.0,08-09-2012,35,0,1,210,1,10,28
525,2258,1986,PG,relationship,32880.0,04-12-2012,76,0,1,42,0,5,29
526,4322,1958,PG,relationship,77863.0,27-11-2013,20,0,0,1291,0,20,57
527,713,1977,PG,relationship,50353.0,08-06-2014,72,0,0,442,0,15,38
528,4702,1964,PG,Single,61839.0,12-08-2012,20,0,0,1895,0,17,51
529,3281,1960,PG,relationship,49154.0,03-11-2013,69,0,2,411,0,19,55
530,702,1975,PG,Single,47682.0,15-02-2013,80,0,1,521,0,19,40
531,2004,1969,PG,Single,72679.0,18-09-2013,65,0,1,1168,0,17,46
532,4769,1977,PG,relationship,57954.0,18-06-2014,52,0,2,493,1,23,38
533,4437,1962,PG,relationship,65316.0,24-04-2013,65,0,2,260,0,12,53
534,8724,1982,PG,Single,28567.0,17-06-2013,57,0,1,46,0,7,33
535,10741,1951,PG,relationship,47352.0,11-04-2013,70,0,1,319,0,16,64
536,1991,1967,PG,relationship,44931.0,18-01-2014,0,0,1,96,0,7,48
537,6931,1967,PG,Single,76982.0,15-02-2014,19,0,0,1062,2,16,48
538,11096,1952,PG,relationship,57247.0,08-08-2013,50,0,1,232,0,12,63
539,304,1981,PG,Single,22944.0,23-12-2013,67,0,1,76,0,9,34
540,3665,1977,PG,relationship,25315.0,07-11-2013,46,0,1,54,0,9,38
541,10591,1969,PG,Single,43638.0,06-08-2012,37,0,1,201,0,11,46
542,5036,1984,PG,Single,42710.0,28-11-2012,38,0,1,406,0,14,31
543,5547,1982,PG,relationship,84169.0,07-08-2013,9,0,0,1919,3,20,33
544,7822,1976,PG,relationship,54058.0,04-06-2013,56,0,1,662,0,20,39
545,8541,1990,PG,relationship,24683.0,08-03-2014,98,0,1,41,0,8,25
546,10955,1964,PG,Single,85620.0,07-01-2014,68,0,0,1600,1,14,51
547,4368,1980,PG,relationship,47850.0,03-12-2013,72,0,1,134,0,8,35
548,9671,1968,PG,relationship,19514.0,26-01-2014,47,0,2,69,2,10,47
549,2256,1973,PG,relationship,27159.0,29-03-2014,33,0,2,21,0,6,42
550,4279,1963,PG,Single,39548.0,31-03-2014,87,0,2,54,0,7,52
551,5371,1989,PG,Single,21474.0,08-04-2014,0,0,1,91,2,8,26
552,9240,1971,PG,Single,60504.0,07-02-2014,73,0,1,526,0,18,44
553,9460,1963,PG,relationship,22419.0,18-04-2013,74,0,0,162,0,8,52
554,9504,1949,PG,relationship,81698.0,06-11-2013,4,0,0,1008,1,25,66
555,8692,1952,PG,relationship,43462.0,12-09-2012,50,0,2,240,0,16,63
556,448,1978,PG,Single,54880.0,01-03-2013,57,0,1,795,0,21,37
557,8314,1982,PG,relationship,79908.0,05-04-2013,30,0,0,1772,1,19,33
558,8420,1970,PG,relationship,15315.0,03-08-2013,27,0,0,64,0,8,45
559,3174,1959,PG,relationship,87771.0,22-05-2013,61,0,1,1957,5,20,56
560,7685,1978,PG,relationship,33039.0,09-09-2013,4,0,1,78,0,7,37
561,3179,1980,PG,Single,81741.0,16-06-2013,75,0,0,1572,0,19,35
562,9780,1971,PG,relationship,71499.0,25-06-2013,12,0,1,795,0,26,44
563,10681,1970,PG,relationship,62466.0,15-01-2014,13,0,1,889,0,26,45
564,10232,1963,PG,Single,48799.0,05-11-2013,9,0,1,331,0,15,52
565,4184,1950,PG,relationship,52157.0,07-06-2014,48,0,1,265,0,12,65
566,9120,1962,PG,Single,66565.0,05-12-2012,80,0,1,1065,0,19,53
567,891,1951,PG,relationship,29298.0,07-09-2013,60,0,2,11,0,4,64
568,10381,1979,PG,Single,47691.0,05-07-2013,43,0,1,21,0,4,36
569,3525,1970,PG,relationship,38200.0,07-12-2012,19,0,2,17,0,4,45
570,6818,1974,PG,relationship,44989.0,12-09-2012,26,0,1,369,0,16,41
571,3526,1968,PG,relationship,38443.0,27-01-2014,58,0,2,38,0,6,47
572,8181,1978,PG,Single,38593.0,13-09-2013,42,0,1,177,0,11,37
573,1029,1970,PG,relationship,64413.0,01-08-2013,27,0,1,279,0,12,45
574,7369,1981,PG,relationship,36959.0,02-10-2013,56,0,1,62,0,7,34
575,2574,1977,PG,relationship,61996.0,31-01-2013,27,0,1,1230,4,21,38
576,8159,1968,PG,relationship,51287.0,01-04-2014,10,0,2,182,0,11,47
577,1160,1970,PG,relationship,13260.0,23-08-2013,48,0,2,49,0,10,45
578,10242,1966,PG,relationship,47472.0,16-09-2013,39,0,2,75,0,8,49
579,5253,1956,PG,relationship,54603.0,09-07-2013,85,0,2,227,0,16,59
580,5966,1974,PG,relationship,45207.0,10-11-2012,64,0,2,215,1,15,41
581,5314,1951,PG,relationship,40689.0,18-03-2013,69,0,1,444,0,20,64
582,5081,1967,PG,relationship,47821.0,20-10-2013,54,0,2,47,0,5,48
583,5123,1951,PG,relationship,27450.0,15-04-2013,57,0,0,143,0,7,64
584,5756,1983,PG,relationship,39453.0,03-04-2014,64,0,1,55,0,7,32
585,8036,1971,PG,relationship,26850.0,18-04-2014,10,0,2,63,0,11,44
586,9058,1955,PG,Single,79800.0,23-09-2012,65,0,0,1867,4,22,60
587,5057,1961,PG,relationship,61794.0,14-09-2013,74,0,1,611,0,20,54
588,254,1955,PG,relationship,53863.0,17-05-2014,4,0,1,473,1,18,60
589,4179,1959,PG,relationship,24221.0,20-08-2013,94,0,0,55,0,6,56
590,3710,1984,PG,Single,39684.0,12-10-2012,41,1,1,81,1,7,31
591,7627,1975,PG,relationship,92163.0,12-12-2012,25,0,0,2086,3,21,40
592,4501,1965,PG,Single,69882.0,10-11-2013,94,0,0,1478,0,20,50
593,6424,1977,PG,relationship,33178.0,30-01-2014,9,0,1,49,0,5,38
594,3075,1972,PG,relationship,59973.0,11-09-2013,47,0,0,382,0,15,43
595,4992,1975,PG,relationship,17459.0,19-09-2013,12,0,1,69,1,9,40
596,5252,1969,PG,Single,23910.0,26-10-2012,80,0,1,67,0,6,46
597,7444,1969,PG,relationship,42169.0,19-10-2013,20,0,2,30,0,6,46
598,6919,1978,PG,relationship,26224.0,04-06-2013,39,0,1,63,0,9,37
599,3537,1981,PG,relationship,31089.0,17-08-2012,57,0,1,79,0,10,34
600,10277,1961,PG,Single,30081.0,21-02-2013,27,0,1,42,0,5,54
601,2453,1960,PG,relationship,62807.0,31-08-2012,83,0,1,819,0,23,55
602,7972,1955,PG,Single,72906.0,17-09-2013,79,0,0,1151,0,17,60
603,895,1948,PG,relationship,61467.0,09-12-2012,69,0,2,594,0,20,67
604,1177,1966,PG,relationship,49618.0,26-01-2013,77,0,2,129,0,11,49
605,7141,1986,PG,Single,21888.0,29-12-2012,15,0,1,213,1,12,29
606,7232,1973,PG,Single,42429.0,11-02-2014,99,0,1,67,0,7,42
607,8477,1956,PG,Single,26150.0,11-03-2013,61,0,3,28,0,5,59
608,2457,1975,UG,relationship,30801.0,26-10-2012,23,0,1,45,0,6,40
609,988,1965,PG,relationship,81168.0,07-05-2014,84,0,0,1193,1,18,50
610,7930,1969,PG,Single,26877.0,19-08-2013,74,0,0,268,0,12,46
611,4587,1944,PG,Single,45006.0,18-07-2013,90,0,0,266,0,12,71
612,6682,1973,UG,relationship,18978.0,11-12-2012,41,0,1,37,0,5,42
613,6222,1967,PG,relationship,22574.0,28-10-2013,28,0,3,37,0,7,48
614,10299,1969,PG,Single,48240.0,09-11-2012,73,0,0,882,1,25,46
615,3083,1974,PG,relationship,45837.0,26-07-2013,88,0,2,373,0,18,41
616,8953,1965,PG,Single,35791.0,06-05-2013,94,0,3,35,0,6,50
617,1503,1976,PG,relationship,162397.0,03-06-2013,31,0,2,107,0,1,39
618,8650,1978,PG,Single,54162.0,18-03-2013,31,0,2,42,0,5,37
619,10862,1960,PG,relationship,30522.0,17-08-2012,6,0,1,326,0,17,55
620,2782,1961,PG,relationship,54456.0,11-07-2013,23,0,1,404,0,17,54
621,6941,1971,PG,Single,31632.0,14-07-2013,92,0,0,95,0,6,44
622,10972,1949,PG,Single,72298.0,10-03-2014,52,0,0,939,2,14,66
623,10708,1978,PG,Single,36975.0,28-12-2013,50,0,1,33,0,5,37
624,6583,1955,PG,relationship,72635.0,03-06-2013,54,0,0,981,1,21,60
625,3641,1976,PG,relationship,13624.0,20-01-2013,93,0,1,36,0,7,39
626,10156,1975,PG,Single,84196.0,03-06-2013,56,0,1,1237,0,20,40
627,4299,1960,PG,relationship,70971.0,21-09-2012,28,0,1,1825,1,34,55
628,3469,1977,PG,Single,34487.0,06-09-2012,94,0,2,103,0,9,38
629,5063,1977,PG,Single,28769.0,18-12-2012,76,0,1,191,0,12,38
630,10727,1970,PG,relationship,69084.0,19-11-2013,43,0,1,1586,0,25,45
631,9624,1958,PG,relationship,65488.0,13-06-2014,46,0,0,963,0,14,57
632,5156,1970,PG,relationship,62466.0,15-01-2014,13,0,1,889,0,26,45
633,4376,1960,PG,Single,32218.0,15-02-2014,27,0,0,93,2,7,55
634,8923,1973,PG,Single,83917.0,18-04-2013,12,0,0,1587,1,21,42
635,8461,1962,PG,Single,46102.0,10-03-2014,3,0,3,16,0,4,53
636,6945,1952,PG,Single,84574.0,04-06-2013,72,0,0,1375,0,32,63
637,944,1962,PG,relationship,56181.0,08-01-2013,6,0,1,393,0,14,53
638,1907,1950,PG,Single,63120.0,28-09-2012,53,0,1,1477,1,26,65
639,701,1971,PG,relationship,73691.0,06-11-2013,58,0,1,1179,1,18,44
640,3856,1960,PG,relationship,63381.0,05-10-2012,78,0,1,1005,0,26,55
641,4149,1948,PG,relationship,76140.0,13-05-2014,57,0,0,1348,0,21,67
642,2131,1959,PG,Single,62859.0,30-12-2012,37,0,1,1307,0,23,56
643,2942,1964,PG,Single,45906.0,07-05-2013,20,0,1,486,1,15,51
644,1173,1947,PG,relationship,77632.0,10-03-2013,73,0,0,2252,3,13,68
645,4381,1971,PG,relationship,46463.0,18-08-2013,56,0,2,235,0,17,44
646,4611,1970,PG,relationship,105471.0,21-01-2013,36,0,0,1724,3,30,45
647,3376,1970,PG,Single,55282.0,13-12-2013,9,0,1,235,0,11,45
648,4679,1977,PG,relationship,78710.0,23-05-2014,42,0,1,1092,0,28,38
649,10928,1958,PG,relationship,66886.0,16-09-2013,28,0,1,599,0,17,57
650,4248,1960,PG,Single,98777.0,17-02-2014,23,0,0,2008,1,19,55
651,6728,1985,PG,relationship,29103.0,27-08-2012,38,0,1,48,0,6,30
652,6661,1974,PG,relationship,67445.0,12-08-2012,63,0,1,1174,0,32,41
653,4725,1950,PG,relationship,50616.0,13-04-2014,71,0,1,67,0,7,65
654,3277,1955,PG,Single,49431.0,03-08-2012,9,0,1,365,0,15,60
655,5555,1975,PG,Single,153924.0,07-02-2014,81,0,0,6,0,0,40
656,2564,1953,PG,relationship,61278.0,04-01-2014,87,0,1,165,0,10,62
657,946,1958,PG,relationship,26490.0,22-09-2012,92,0,0,210,0,11,57
658,3867,1947,PG,relationship,73059.0,31-08-2013,36,0,1,1095,0,26,68
659,6940,1966,PG,Single,46734.0,21-10-2013,86,0,3,223,1,12,49
660,55,1963,PG,relationship,56253.0,07-12-2012,83,0,1,597,0,22,52
661,7093,1985,PG,relationship,19986.0,14-11-2013,74,0,1,22,0,4,30
662,5084,1975,PG,Single,58330.0,25-12-2013,87,0,1,1064,0,24,40
663,1777,1980,UG,relationship,25965.0,07-09-2012,29,0,0,74,0,6,35
664,8162,1956,PG,relationship,14661.0,01-01-2013,88,0,0,26,0,5,59
665,10826,1959,PG,relationship,18690.0,28-12-2012,77,0,0,60,0,5,56
666,8754,1974,PG,relationship,45068.0,16-05-2013,25,0,1,20,0,4,41
667,1987,1987,UG,Single,21063.0,25-09-2013,34,0,1,59,0,7,28
668,11007,1968,PG,relationship,29187.0,09-05-2013,43,0,1,34,0,5,47
669,7426,1971,PG,relationship,54690.0,07-11-2013,76,0,2,198,0,12,44
670,9153,1964,PG,relationship,59304.0,29-07-2013,81,0,1,1048,0,28,51
671,10379,1962,PG,Single,59247.0,08-11-2013,87,0,2,574,0,21,53
672,9204,1970,PG,Single,66731.0,12-09-2012,33,0,1,1029,0,17,45
673,3197,1980,PG,relationship,77353.0,16-12-2013,38,0,1,670,0,20,35
674,2920,1975,PG,Single,52614.0,01-12-2012,63,0,1,990,0,16,40
675,6961,1974,PG,relationship,26751.0,22-05-2014,26,0,2,11,0,4,41
676,4673,1963,PG,relationship,81300.0,30-10-2012,17,0,1,1241,2,21,52
677,9937,1979,PG,Single,70337.0,02-01-2014,75,0,0,576,0,17,36
678,8779,1985,PG,relationship,36145.0,16-06-2013,13,0,1,172,2,12,30
